Store,Total_Sales,Weeks_Reported,Avg_Weekly_Sales,Sales_Std_Dev,Non_Holiday_Avg_Sales,Holiday_Avg_Sales,Holiday_Uplift_%,Sales_CV,Vs_Network_Avg_%,Below_15pct_Network_Flag,Avg_WoW_Growth_%,Unemployment_Correlation,Fuel_Price_Correlation
28,189263680.58,143,1323522.241818182,181758.967538573,1311888.9814285715,1478244.605,12.680617485656201,0.13732974165124912,26.415152044113643,False,1.2014084507042253,0.13667068177945307,-0.14272166138983605
41,181341934.89000002,143,1268125.418811189,187907.1627656376,1263101.175413534,1334947.8560000001,5.688117625489802,0.14817711243560766,21.123969484484316,False,0.9344366197183098,-0.35062960956345757,0.30574452498883825
32,166819246.16,143,1166568.154965035,138017.25208740897,1163769.964887218,1203784.083,3.4383185096772815,0.11831049176166283,11.423809906766103,False,0.6485915492957746,-0.09945467124759003,0.11801006308855061
18,155114734.21,143,1084718.421048951,176641.51083924595,1078349.7187969924,1169422.1609999998,8.44553864256652,0.1628454974226666,3.60599904507799,False,1.1294366197183099,0.13917900226669458,-0.2750510794551467
22,147075648.57,143,1028501.0389510489,161251.3506309915,1024262.4211278195,1084874.656,5.917647042585057,0.15678287578148592,-1.763558549712041,False,0.9340845070422537,0.039042867355347434,-0.07489567573702288
12,144287230.15,143,1009001.6094405595,139166.87188038277,999291.9244360903,1138140.42,13.894688045464108,0.13792532199977736,-3.6260307231722133,False,0.6767605633802817,-0.009286099902746554,0.015072044454204996
26,143416393.79,143,1002911.8446853146,110431.28814099332,997713.7240601503,1072046.849,7.450346040881782,0.11011066299216313,-4.207689658038016,False,0.5869718309859155,-0.06689910263473296,0.023475269058131486
34,138249763.0,143,966781.5594405595,104630.16467575564,961127.6850375939,1041978.089,8.41203569734272,0.10822523832198581,-7.658644510401091,False,0.546830985915493,0.01701025065278914,0.013687950831853755
40,137870309.79,143,964128.0404895104,119002.11285761207,960826.8348872181,1008034.075,4.913189182348666,0.12342978096269444,-7.912093217986083,False,0.7558450704225352,-0.11252795058812315,0.02962746158542199
35,131520672.08,143,919724.9795804196,211243.45779146877,908099.1542105264,1074348.457,18.307395400451135,0.2296811138997643,-12.153215519289928,False,1.338380281690141,0.48386541981924663,-0.49819689903350844
8,129951181.13,143,908749.5183916084,106280.82988091325,903743.402481203,975330.86,7.921214951307594,0.11695283213906865,-13.20152778114646,False,0.522676056338028,-0.052579646197126774,0.029751884493978878
17,127782138.83,143,893581.3904195804,112162.93608702623,887099.0159398497,979796.9710000001,10.44956125466336,0.12552067141232678,-14.650299205776507,False,1.1695774647887323,-0.2635996818307391,0.3116308730160882
45,112395341.42,143,785981.4085314686,130168.5266351173,782198.5284962406,836293.713,6.915787045490378,0.16561272979512937,-24.927624089749358,True,0.7973239436619717,-0.004041028359856262,-0.04666301516741389
21,108117878.92,143,756069.0833566433,128752.81285322401,750774.1791729323,826491.309,10.085206967357244,0.1702923921734945,-27.784675535876822,True,0.7801408450704226,0.21836733305703382,-0.1365418659421605
25,101061179.17,143,706721.5326573426,112976.7886004604,704243.6898496241,739676.842,5.031376590387607,0.15986040240723462,-32.49806676388286,True,0.6738732394366197,-0.00495765176036155,-0.08426245585402982
43,90565435.41,143,633324.7231468532,40598.41326025312,633127.6137593985,635946.278,0.4451968575284318,0.0641036292701924,-39.50850341591459,True,0.21408450704225357,-0.2019543573720573,-0.3420366521715586
15,89133683.92,143,623312.474965035,120538.65204319068,617064.8401503759,706406.0179999999,14.478410052961701,0.19338398778229549,-40.46481516967037,True,1.0140845070422535,0.07890536860514272,-0.1903980353472911
7,81598275.14,143,570617.3086713287,112585.46921978745,562964.4548120301,672400.265,19.43920424327852,0.19730468653665717,-45.497951182449114,True,0.8705633802816901,-0.16538168270129622,0.11035616441476577
42,79565752.42999999,143,556403.863146853,50262.92552974954,555554.9687969924,567694.158,2.185056364322329,0.09033532809329817,-46.85553688843541,True,0.6390140845070422,-0.3563546441574805,0.32303128422999755
9,77789218.99,143,543980.5523776223,69028.66658471408,540599.3291729323,588950.821,8.94405324198997,0.12689546764678367,-48.04213932711156,True,0.6226056338028167,-0.1915343637022841,0.20540389455764768
29,77141554.31,143,539451.4287412588,99120.13659614499,534375.755037594,606957.889,13.58260236887052,0.18374246746816336,-48.4747348929639,True,1.2587323943661972,0.08468168200648413,-0.09212927364338204
16,74252425.4,143,519247.7300699301,85769.68013311694,515677.3604511278,566733.646,9.900819672247545,0.1651806549478143,-50.404474763357655,True,0.6729577464788733,-0.07086358405192236,-0.002426063535960878
37,74202740.32,143,518900.2819580419,21837.46119004889,519755.56255639094,507525.05,-2.3531277849602623,0.04208411895180789,-50.43766098758873,True,0.16401408450704227,-0.22128669565468623,0.20821818722333402
30,62716885.12,143,438579.6162237762,22809.665590198485,438708.96278195485,436859.30700000003,-0.4216134017927793,0.05200803855544514,-58.10942414370537,True,0.12021126760563383,0.20186223641523884,-0.43144104945204664
3,57586735.07,143,402704.44104895106,46319.6315569098,400064.84639097744,437811.05,9.435021334549784,0.11502140735338794,-61.53601236492374,True,0.42415492957746476,-0.23041301348635246,0.1408864863344629
38,55159626.42,143,385731.6532867133,42768.16944995045,386049.08,381509.878,-1.175809562866978,0.11087544692154415,-63.157154403782286,True,0.5319014084507043,-0.7852902748572025,0.6971840519774523
36,53412214.97,143,373511.9927972028,60725.173578889786,373953.44864661654,367640.63,-1.6881295437877097,0.16257891245773287,-64.32430535138316,True,-0.187887323943662,0.8337336178415082,-0.7274618540899405
5,45475688.9,143,318011.8104895105,37737.9657447451,314892.2769172932,359501.60699999996,14.166536734218937,0.11866844091939749,-69.62536019067673,True,0.6619718309859155,-0.2070427103160584,0.1673522039273576
44,43293087.84,143,302748.86601398606,24762.83201523451,303253.6227819549,296035.60099999997,-2.3801930924151926,0.08179331054568027,-71.08318793663413,True,0.442112676056338,-0.7800764432910238,0.6073673757269534
33,37160221.96,143,259861.69202797202,24132.9273222455,259656.2163157895,262594.519,1.1316126861515072,0.09286835290692938,-75.17952152959019,True,0.4019718309859155,0.10117473193757331,-0.05988731912420814
